ORGAO;FORNECEDOR;CNPJ;OBJETO;VALOR;MODALIDADE;CONTRATO;DATA_ASSINATURA;VIGENCIA_DIAS;PROCESSO_ADM;LICITACAO;EVENTO;DATA_PUBLICACAO
SUBPREFEITURA: CIDADE TIRADENTES;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI -;26.886.266/0001-77;Contratação Mediante Empreitada de Empresa para Prestação de Serviços de Vigilância e Segurança Patrimonial Desarmada, período de 12 meses, para a Sede da Prefeitura Regional Cidade Tiradentes e unidades elencadas na Tabela de Postos e Horários, para  ser utilizada pelo Conselho Tutelar I, II.;674.580,90;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;01/2018;27/10/2020;360;6035.2017/0000363-9;00002/2018;EXTRATO DE ADITAMENTO;17/11/2020
SUBPREFEITURA: PINHEIROS;GOCIL SERVIÇOS GERAIS LTDA;00.146.889/0001-10;Contratação de empresa para a prestação de serviços de limpeza, asseio e conservação predial, desinfecção de caixa d?água, saneamento ambiental (desinsetização e desratização) e copeiragem, com fornecimento de mão de obra, saneantes domissanitários, materiais e equipamentos, nas dependências internas e externas das Unidades da Subprefeitura Pinheiros.;672.212,28;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;16/SUB-PI/2019;6/12/2019;360;2015-0.299.957-5;15/SPPI/2015;EXTRATO DE ADITAMENTO;13/2/2020
DIREITOS HUMANOS E CIDADANIA;CENTURION SEGURANÇA E VIGILÂNCIA LTDA;67.668.194/0001-79;Contratação de empresa especializada em prestação de serviço de vigilância/segurança patrimonial armada, para atender os Centros de Cidadania da Mulher ? CCM, Centros de Referência da Mulher- CRM, e na Sede da Secretaria Municipal de Politicas para as Mulheres - SMPM, conforme as especificações técnicas e demais disposições constantes do anexo I deste edital.;671.666,32;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;017/SMPM/2014;3/4/2020;120;2014-0.017.226-4;006/SMPM/2014;EXTRATO DE ADITAMENTO;8/5/2020
DIREITOS HUMANOS E CIDADANIA;CENTURION SEGURANÇA E VIGILÂNCIA LTDA;67.668.194/0001-79;Contratação de empresa especializada em prestação de serviço de vigilância/segurança patrimonial armada, para atender os Centros de Cidadania da Mulher ? CCM, Centros de Referência da Mulher- CRM, e na Sede da Secretaria Municipal de Politicas para as Mulheres - SMPM, conforme as especificações técnicas e demais disposições constantes do anexo I deste edital.;671.666,32;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;017/SMPM/2014;6/12/2019;120;2014-0.017.226-4;006/SMPM/2014;EXTRATO DE ADITAMENTO;29/1/2020
SUBPREFEITURA: CIDADE ADEMAR;AVANZZO SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;29.313.317/0001-60;Prestação de serviços de vigilância e segurança patrimonial desarmada para o prédio sede da Subprefeitura Cidade Ademar e Gibitéca.;669.956,40;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;TA 029/SUB-AD/2020;21/8/2020;360;2019/0.000.960-0;006/2019;EXTRATO DE ADITAMENTO;29/8/2020
SAÚDE;IFAL INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICO;00.376.959/0001-26;Registro de preços para o fornecimento de MEDICAMENTOS ESSENCIAIS XIII.;669.952,20;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;165/2020-SMS.G;27/4/2020;365;6018.2018/0060676-6;037/2019-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;13/5/2020
ESPORTES E LAZER;PAINEIRAS LIMPEZA E SERVIÇOS GERAIS LTDA.;55.905.350/0001-99;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL, ÁREAS INTERNAS E EXTERNAS SERVIÇOS DE DESINSETIZAÇÃO, DEDETIZAÇÃO, DESRATIZAÇÃO E LIMPEZA DE CAIXAS D´ÁGUA E/OU RESERVATORIOS DE ÁGUA.;666.356,44;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;103/SEME/2015;24/9/2020;360;2015-0.141.884-6;º 052/SEME/2015;EXTRATO DE ADITAMENTO;25/9/2020
SÃO PAULO TURISMO;TP Produções, Importação e Exportação Ltda -ME;14.061.845/0001-00;OBJETO: Formação de Preços, sob regime de empreitada por preço unitário, para eventual contratação de empresa especializada em serviços em sistemas de painéis digitais de LED para Prestação de Serviços de Sistemas de Painéis Digitais de LED com Estrutura e Captação de Imagens, inclusos transporte, montagem, operação, desmontagem, materiais e acessórios para seu funcionamento, visando atendimento parcelado a diversos eventos pelo período de 12 meses, prorrogáveis por iguais ou menores períodos, conforme bases, condições e especificações do Edital e Seus Anexos.;664.523,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;008/20;30/10/2020;360;0175/20;012/20;EXTRATO DE CONTRATO / NOTA DE EMPENHO;10/11/2020
SÃO PAULO TURISMO;CENIUS EVENTOS E SERVIÇOS LTDA;01.998.124/0001-70;Contratação de empresa especializada, sob o regime de empreitada por preço unitário, para prestação de serviços de engenharia, mediante montagem, manutenção, desmontagem e retirada de PALCO TIPO 05, para atendimento parcelado a diversos eventos, por um período de 12 (doze) meses, renováveis por iguais ou menores períodos, conforme bases, especificações e condições do Edital e seus Anexos.;662.361,25;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;CCN/GCO 067/18;28/5/2020;360;619/17;002/18;EXTRATO DE ADITAMENTO;13/6/2020
SÃO PAULO URBANISMO;META SERVIÇOS EM INFORMÁTICA S/A.;93.655.173/0001-29;LOTE I - Prestação de serviços técnicos especializados na área de Tecnologia da Informação e Comunicação ? TIC, contemplando as atividades de desenvolvimento, manutenção, migração de dados e documentação de Sistemas de Informação, a serem desenvolvidos sob a modalidade de Fábrica de Software, seguindo metodologias ágeis de desenvolvimento, sem garantia de consumo mínimo, pelo período de 12 meses, renováveis por iguais e sucessivos períodos. LOTE II - Prestação de serviços especializados de medições de sistemas de informação em desenvolvimento, em produção, manutenção de sistema em produção, coleta de dados, geração e análise de indicadores e consultoria na aplicação de técnicas de medições, para atendimento das necessidades da SP Urbanismo, sem garantia de consumo mínimo, pelo período de 12 meses, renováveis por iguais e sucessivos períodos, até o limite permitido na legislação vigente.;662.000,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;7810.2019/0001140-1;21/9/2020;360;7810.2019/0001140-1;002/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;1/10/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;661.783,17;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2019;1/6/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;4/6/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;660.014,38;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2019;11/3/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;17/3/2020
SÃO PAULO TURISMO;Spot Light Locações Eireli ME;18.455.035/0001-80;Contratação de empresa(s) especializada(s) para a prestação de serviços de Sistema de iluminação para Eventos Tipos 6, 7, 8 e 9, compreendendo montagem, instalação, operação, desmontagem, equipamentos, transporte, materiais e acessórios para seu funcionamento, sob o regime de empreitada por preço unitário, para atendimento parcelado a diversos eventos dentro do período de 24 meses, prorrogáveis por iguais ou menores períodos, conforme bases, especificações e condições do Edital e seus Anexos.;660.000,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;010/20;27/1/2020;720;0786/19;061/19;EXTRATO DE CONTRATO / NOTA DE EMPENHO;28/2/2020
SUBPREFEITURA: ITAQUERA;OBRACON ENGENHARIA E LOCAÇÃO DE EQUIPAMENTOS LTDA;03.973.494/0001-89;Contratação de empresa para Prestação de serviços de engenharia com mão de obra especializada, com disponibilização de equipamentos e ferramental, para  manutenção preventiva continuada e corretiva, exclusive peças de reposição das 07 (sete) motobombas marca KSB, modelo KRT 300-380, ano de fabricação 2002, potência 65 Hp, vazão 1200 m³ por hora, do sistema de bombeamento do Piscinão Aricanduva V, localizado na Rua Costeira x Rua Fortuna de Minas, conforme especificações constantes do Anexo II do Edital.;660.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;19/SUB-IQ/2019;1/9/2020;360;6041.2018/0000609-8;03/SUB-IQ/2019;EXTRATO DE ADITAMENTO;11/11/2020
SUBPREFEITURA: ITAQUERA;OBRACON ENGENHARIA E LOCAÇÃO DE EQUIPAMENTOS LTDA;03.973.494/0001-89;Contratação de empresa para Prestação de serviços de engenharia com mão de obra especializada, com disponibilização de equipamentos e ferramental, para  manutenção preventiva continuada e corretiva, exclusive peças de reposição das 07 (sete) motobombas marca KSB, modelo KRT 300-380, ano de fabricação 2002, potência 65 Hp, vazão 1200 m³ por hora, do sistema de bombeamento do Piscinão Aricanduva V, localizado na Rua Costeira x Rua Fortuna de Minas, conforme especificações constantes do Anexo II do Edital.;660.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;019/SUB-IQ/2019;1/9/2020;360;6041.2018/0000609-8;03/SUB-IQ/2019;EXTRATO DE ADITAMENTO;5/9/2020
AUTARQUIA HOSPITALAR MUNICIPAL;CENTURION SEGURANÇA E VIGILÂNCIA LTDA.;67.668.194/0001-79;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA PATRIMONIAL DESARMADA COM RONDA ELETRÔNICA E FORNECIMENTO DE EQUIPAMENTOS NA MODALIDADE DE COMODATO, NAS DEPENDÊNCIAS DAS UNIDADES HOSPITALARES E SEDE PERTENCENTES À AUTARQUIA HOSPITALAR MUNICIPAL.;657.870,80;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;0728/2019;10/7/2020;360;6110.2017/0005461-3;264/2017;EXTRATO DE ADITAMENTO;1/8/2020
SUBPREFEITURA: GUAIANASES;DT ENGENHARIA DE EMPREENDIMENTOS LTDA;04.771.487/0001-67;Prestação de serviço de Locação e Operação de Sistema de Bombeamento Flutuante (SBF) no reservatório de contenção de cheias do córrego Guaratiba ? Piscinão Pedreira Guaianases, pelo período de 06 (seis) meses;657.277,50;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;TA 04/2020;20/7/2020;90;6038.2018/0000538-9;009/SUB-G2018;EXTRATO DE ADITAMENTO;23/10/2020
SUBPREFEITURA: GUAIANASES;DT ENGENHARIA DE EMPREENDIMENTOS LTDA;04.771.487/0001-67;Prestação de serviço de Locação e Operação de Sistema de Bombeamento Flutuante (SBF) no reservatório de contenção de cheias do córrego Guaratiba ? Piscinão Pedreira Guaianases, pelo período de 06 (seis) meses;657.277,50;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;TA Nº 03/2020;24/4/2020;90;6038.2018/0000538-9;009/SUB-G2018;EXTRATO DE ADITAMENTO;25/4/2020
AUTARQUIA HOSPITALAR MUNICIPAL;COLSAN ? ASSOCIAÇÃO BENEFICENTE DE COLETA DE SANGU;61.047.007/0001-53;CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO DE 01 (UM) EQUIPAMENTO EXTERNO DE ELEVAÇÃO DE CARGA E PESSOAS, COM SERVIÇOS DE MANUTENÇÃO INCLUSOS, PARA O HOSPITAL MUNICIPAL DR. JOSÉ SOARES HUNGRIA.;656.741,11;PREGÃO PRESENCIAL EXTRATO DE ADITAMENTO;106/2015;30/10/2019;360;2012-0.160.603-5;157/2012;EXTRATO DE ADITAMENTO;10/1/2020
SERVIÇO FUNERÁRIO;URNAPAC INDUSTRIA E COMÉRCIO;65.973.034/0001-08;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE REVESTIMENTO INTERNO, SIMPLES E COMPLETO, PARA URNAS FUNERÁRIAS.;656.467,43;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;24/SFMSP/2020;25/6/2020;180;6410.2018/0002408-1;037/SFMSP/2018;EXTRATO DE ADITAMENTO;16/7/2020
INOVACAO E TECNOLOGIA;ZIVA TECNOLOGIA E SOLUÇÕES LTDA;05.816.526/0001-68;A presente licitação tem por objeto contratação de empresa especializada em prestação de serviços de vistoria e validação técnica da instalação de infraestrutura de WiFi, dentro do âmbito do projeto de expansão do programa WiFi Livre SP, para a Coordenadoria de Convergência  Digital-CCD da Secretaria Municipal de Inovação e Tecnologia ? SMIT, conforme Termo de Referência, Anexo I (vide edital).;655.750,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;25/SMIT/2019;31/8/2020;120;6023.2018/0001468-8;03/SMIT/2019;EXTRATO DE CONTRATO / NOTA DE EMPENHO;5/9/2020
INOVACAO E TECNOLOGIA;ZIVA TECNOLOGIA E SOLUÇÕES LTDA;05.816.526/0001-68;A presente licitação tem por objeto contratação de empresa especializada em prestação de serviços de vistoria e validação técnica da instalação de infraestrutura de WiFi, dentro do âmbito do projeto de expansão do programa WiFi Livre SP, para a Coordenadoria de Convergência  Digital-CCD da Secretaria Municipal de Inovação e Tecnologia ? SMIT, conforme Termo de Referência, Anexo I (vide edital).;655.750,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;25/SMIT/2019;6/4/2020;360;6023.2018/0001468-8;03/SMIT/2019;EXTRATO DE ADITAMENTO;8/4/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;654.523,07;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;Nº 001/2019;8/12/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;18/12/2020
SAÚDE;MEDIC VET DISTRIBUIDORA DE MEDICAMENTOS EIRELI;20.637.873/0001-17;Registro de preços para o fornecimento de ANTI-INFECCIOSOS II.;652.993,92;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;289/2020-SMS.G;15/7/2020;365;6018.2020/0020818-7;169/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;4/8/2020
SAÚDE;EMPREITEC CONSTRUÇÕES ELÉTRICAS LTDA;33.534.793/0001-88;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE CABINES PRIMÁRIA DE MEDIÇÃO E SECUNDÁRIA DE TRANSFORMAÇÃO E GRUPO DE GERADORES COM FORNECIMENTO DE MATERIAIS, COMPONENTES, PARTES E PEÇAS PARA O PARA O HOSPITAL MUNICIPAL MATERNIDADE ? ESCOLA DR. MÁRIO de MORAES ALTENFELDER SILVA ?MATERNIDADE - ESCOLA VILA NOVA CACHOEIRINHA-HMEC?;652.302,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;6018.2018/0026054-1;18/3/2020;360;6018.2018/0026054-1;175/2018-HMEC;EXTRATO DE ADITAMENTO;14/4/2020
SAÚDE;DENTFLEX INDÚSTRIA E COMÉRCIO LTDA EPP;66.818.360/0001-03;Registro de preços para o fornecimento de MATERIAL ODONTOLÓGICO ? PONTAS DIVERSAS.;650.412,00;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;228/2020-SMS.G;15/6/2020;365;6018.2019/0072610-0;088/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;1/7/2020
SÃO PAULO OBRAS;MASTER VIGILÂNCIA ESPECIALIZADA SS LTDA.,;77.998.912/0010-10;Contratação de empresa especializada na prestação de serviços presencial de vigilância desarmada e segurança patrimonial, executados de forma contínua à SPObras, realizados por meio de postos fixos nos locais: Praça Francisco Daniel Lopes e Canteiro à Av. Radial Leste x Av. Professor Engenheiro Ardevan Machado.;649.999,98;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;156193010;3/11/2020;90;156193010;008/2019;EXTRATO DE ADITAMENTO;6/11/2020
AUTARQUIA HOSPITALAR MUNICIPAL;GUIMA CONSECO CONSTRUÇÃO, SERVIÇOS E COMÉRCIO LTDA;59.519.603/0001-47;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA EM CONSERVAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA PREDIAL COM FORNECIMENTO DE INSUMOS PARA UNIDADES DA AUTARQUIA HOSPITALAR MUNICIPAL.;647.585,22;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;126/2016 TA 001/2020;1/1/2020;360;6110.2016/0002388-0;262/2016;EXTRATO DE ADITAMENTO;5/2/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;645.174,96;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2019;25/8/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;17/10/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;645.174,95;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2019;15/6/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;23/6/2020
SUBPREFEITURA: CAMPO LIMPO;PROVAC TERCEIRIZAÇÃO DE MÃO DE OBRA LTDA;50.400.407/0001-84;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇO DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL.;642.437,28;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;055/SUB-CL/LC/2018;6/11/2020;360;6032.2018/0000527-9;16/SUB-CL/2018;EXTRATO DE CONTRATO / NOTA DE EMPENHO;30/12/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;642.342,11;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2019;1/4/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;17/4/2020
SAÚDE;LICITATRADE SERVIÇOS E COMÉRCIO DE PRODUTOS HOSPIT;32.258.056/0001-37;Registro de preços para o fornecimento de FILTRO, HIGROSCÓPICO, HIDROFÓBICO ADULTO.;641.172,84;PREGÃO ELETRÔNICO EXTRATO DE ATA DE REGISTRO DE PREÇO;374/2020-SMS.G;17/9/2020;365;6018.2020/0048297-1;294/2020-SMS.G;EXTRATO DE ATA DE REGISTRO DE PREÇO;1/10/2020
SEGURANÇA URBANA;TELEFONICA BRASIL S.A;02.558.157/0001-62;Contratação de empresa(s) especializada(s) para a operação do Serviço Telefônico Fixo Comutado (STFC), destinado ao tráfego de chamadas entre a rede pública de telefonia, os Postos de Bombeiros da Cidade de São Paulo e o Comando de Bombeiros Metropolitano - CBM;637.176,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;ATC- 006/SMSU/2020;27/2/2020;360;6029.2019/0000277-3;027/SMSU/2019;EXTRATO DE ADITAMENTO;24/4/2020
CÂMARA MUNICIPAL;PLENA SAÚDE LTDA;00.338.763/0001-47;Prestação de serviços de diagnose por imagem e anatomia patológica  em cardiologia  por tomografia computadorizada e ressonância magnética e por medicina laboratorial, conforme especificações constantes do Anexo I - Termo de Referência - Especificações Técnicas, parte integrante do Edital.;636.112,52;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;32/2020;27/11/2020;360;534/2019;09/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;4/12/2020
SAÚDE;CONFIANCE MEDICAL PRODUTOS MÉDICOS S.A.;05.209.279/0001-31;CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE EQUIPAMENTOS VIDEOCIRÚRGICOS E RESPECTIVOS SERVIÇOS DE INSTRUMENTAÇÃO CIRÚRGICA PARA REALIZAÇÃO DE PROCEDIMENTOS VIDEOCIRÚRGICOS NA ESPECIALIDADE DE CIRURGIA GINECOLÓGICA;636.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;008/2017-HMEC;12/5/2017;360;6018.2016/0008883-4;019/2017-HMEC;EXTRATO DE ADITAMENTO;7/7/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;INST.PAUL.EST.PESQ.EM OFTALMOLOGIA-IPEPO;67.187.070/0001-71;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO PARA REALIZAÇÃO DE CIRURGIAS VITREORETINIANAS;635.873,26;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;437/2020;16/12/2020;360;6210.2019/0008268-1;324/2020;EXTRATO DE CONTRATO / NOTA DE EMPENHO;22/12/2020
SAÚDE;MAPFRE SEGUROS GERAIS S.A.;61.074.175/0001-38;CONTRATAÇÃO DE SEGURO COBERTURA COMPREENSIVA PARA FROTA DO SAMU 192.;635.353,33;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;079/2015-SMS-1/CONTR;5/8/2020;360;2014-0.175.906-4;102/2015-SMS.G;EXTRATO DE ADITAMENTO;6/8/2020
COMPANHIA DE ENGENHARIA DE TRAFEGO;3D PROJETOS ASSESSORIA INFORMÁTICA LTDA;07.766.048/0001-54;FORNECIMENTO DE TELEFONES CELULARES TIPO SMARTPHONE;633.330,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;117/19;10/1/2020;360;0750/19;29/19;EXTRATO DE CONTRATO / NOTA DE EMPENHO;14/1/2020
SAÚDE;TB SERVIÇOS, TRANSPORTE, LIMPEZA, GERENCIAMENTO;60.924.040/0001-51;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE ANIMAIS, MATERIAIS E PESSOAS, COM MÃO-DE-OBRA (MOTORISTA), COMBUSTÍVEL E MANUTENÇÃO;631.000,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;002/2017-COVISA.G;14/4/2020;360;6018.2016/0004171-4;097/2016;EXTRATO DE ADITAMENTO;18/4/2020
EDUCAÇÃO;Elevadores Orion Ltda;05.823.840/0001-78;Pregão n° 05/2017 - DRE-PJ-SME para contratação de empresa especializada no serviço de manutenção preventiva e corretiva de elevadores nas Unidades Educacionais que possuem elevadores e na Diretoria Regional de Educação Pirituba/ Jaraguá.;628.153,68;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;008/2017;31/8/2017;1800;6016.2017/0016751-4;005/2017-DRE PJ-SME;EXTRATO DE ADITAMENTO;23/9/2020
SÃO PAULO TURISMO;Fera Comunicação Visual Ltda-EPP;07.496.162/0001-01;OBJETO: Contratação de empresa para prestação de serviço de confecção, instalação e retirada de faixas e banners com impressão para SINALIZAÇÃO DE TRÂNSITO, sob o regime de empreitada por preço unitário, para atendimento parcelado a diversos eventos, por um período de 24 (vinte e quatro) meses, prorrogáveis por iguais ou menores períodos, conforme bases, especificações e condições do Edital e seus Anexos.;627.560,00;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;021/20;10/2/2020;720;0879/19;072/19;EXTRATO DE CONTRATO / NOTA DE EMPENHO;28/2/2020
HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL;INSTITUTO HERMES PARDINI S/A;19.378.769/0053-05;SERVIÇOS DE LABORATÓRIO DE APOIO;627.349,40;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;351/2020;13/10/2020;360;6210.2019/0003529-2;297/2019;EXTRATO DE ADITAMENTO;17/10/2020
GOVERNO MUNICIPAL;EQUIPE ? SERVIÇOS HUMANIZADOS EIRELI;13.109.093/0001-39;Contratação de empresa especializada para prestação de serviços de  copeiragem, garçons e auxiliar de serviços gerais para lavanderia, por um período de 12 (doze) meses.;627.168,00;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;022/2017-SGM;19/6/2020;737665;6011.2017/0000158-9;03/2017-SGM;EXTRATO DE ADITAMENTO;20/6/2020
EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;C. GALATI EIRELI - EPP;06.556.008/0001-15;PRESTAÇÃO DE SERVIÇOS DE SUPORTE TÉCNICO DE FIELD SERVICE PELO PERÍODO DE 30 (TRINTA) MESES, PODENDO SER PRORROGADO ATÉ O LIMITE DE 60 (SESSENTA) MESES.;627.052,80;PREGÃO ELETRÔNICO EXTRATO DE CONTRATO / NOTA DE EMPENHO;CO 06.11/2020;17/11/2020;900;10.003/20;10.003/20;EXTRATO DE CONTRATO / NOTA DE EMPENHO;25/11/2020
SAÚDE;JUMPER SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI;26.886.266/0001-77;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA E MONITORAMENTO ELETRÔNICO NAS UNIDADES DAS SUPERVISÕES TÉCNICAS DE SAÚDE DA COORDENADORIA REGIONAL DE SAÚDE SUL;625.733,89;PREGÃO ELETRÔNICO EXTRATO DE ADITAMENTO;001/2019;12/7/2020;360;6018.2018/0039393-2;009/2018-CRS/SUL;EXTRATO DE ADITAMENTO;23/7/2020
